################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         2          2   2.6485126820465527E-01   1.4708638023258882E+00   9.5899454482700575E-01   1.7835634080734947E-01
         2          3   1.0208412337842907E+00   2.7981759610534702E+00   2.0243356100992784E+00   2.6411980669478685E-01
         2          4   1.8100499315223226E-01   1.0534763662664246E+00   6.5774477485211835E-01   1.2806789962922419E-01
         2          5   7.3742966321847381E-01   1.7899102333289065E+00   1.2959201741916910E+00   1.4596950292314126E-01
         2          6   8.1805612763768437E-02   5.3728753158666642E-01   3.0621639890667707E-01   6.6147216874217304E-02
         2          7   5.3902692552199094E-01   1.1318114294705783E+00   8.4424065545244631E-01   7.4996527855600723E-02
         2          8   2.2651212029732571E-02   2.1580225944460721E-01   1.0936751882608516E-01   2.7468582637863729E-02
         2          9   5.0440415823570883E-01   9.2958503430983819E-01   7.1892595643554891E-01   5.1450929887745585E-02
         2         10   1.0717436693279864E-01   8.8801463339011755E-01   4.7566153746905920E-01   1.1322506557216516E-01
         2         11   3.5504674389530949E-01   6.9855589881086666E-01   5.4034284167337743E-01   3.5040848800636661E-02
         2         12   4.6427440368571250E-02   6.5141531073165626E-01   3.0829672097283167E-01   8.7932949144666803E-02
         2         13   1.9486198208521077E-01   5.6614155230995900E-01   3.8667119232172870E-01   3.6860481212957853E-02
         2         14   1.0573592563212048E-02   4.3562833215267471E-01   1.6230425157940875E-01   6.2577692863553164E-02
         2         15   3.4294980850362873E-02   4.0530021857776916E-01   1.7329807369141548E-01   3.6684155853050619E-02
         2         16   8.1294191202923135E-05   2.1906808696297914E-01   4.0541935892394042E-02   2.8144634447654079E-02
         2         17   1.2441825132692708E-03   3.5979518159126450E-02   1.5193851603437719E-02   4.8244899559727102E-03
         2         18   1.5420208679776565E-05   2.2525286691800158E-03   6.2609575604296924E-04   3.3192186078444746E-04
         2         19   4.1938906513954641E-02   3.6374277072663830E-01   1.9342217117466226E-01   4.8066850798173480E-02
         2         20   1.3289687855665173E-03   2.8604433351009505E-02   1.0747323296641118E-02   4.0557261517157675E-03
         2         21   3.1260224475885032E-03   5.9164308808068590E-02   2.9242702905654509E-02   6.7692283898129740E-03
         2         22   1.2146143903106517E-02   1.6473064249493000E-01   7.1601482778914691E-02   2.0212261595813734E-02
         2         23   1.6872221424649583E-02   8.8396988595190240E-02   4.7219145407789362E-02   8.7695763438264181E-03
         2         24   5.6511010112872363E-04   1.8843573658551365E-02   6.2766233167853300E-03   2.3079294653612463E-03
         2         25   7.4029432707316132E-06   1.3147944827170109E-03   2.6016688265116184E-04   1.5538957035472796E-04
         2         26   1.3744315148165325E-02   1.1487820755940080E-01   4.8500930925944964E-02   1.1927716804173488E-02
         2         27   4.8364270937714783E-03   7.6185227290707286E-02   3.3210799631446984E-02   1.0082993610501245E-02
         2         28   3.2085072193818823E-05   3.3836775551110572E-03   7.4889562020872668E-04   4.2443060311577195E-04
         2         29   5.7765246400777676E-03   3.2173563736536334E-02   1.6261947764971887E-02   2.7974244253445666E-03
         2         30   2.7943914865765935E-03   3.0385171118591531E-02   1.1554235189084256E-02   2.7578316484541021E-03
