################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3572615751583437E+00 a       534     1     8     2     9
  1.2202269783676860E+00 a       535     1     8     2    10
  4.9663497557349512E-01 a       536     1     8     2    11
  3.0149090992799110E-01 a       537     1     8     2    12
  4.2168279984382079E-01 a       538     1     8     2    13
  5.5238437139261987E-01 a       539     1     8     2    14
 -7.1688753909605885E-01 a       540     1     8     2    15
  4.9360648415044528E-01 a       541     1     9     2     1
 -1.6292153822050230E+00 a       542     1     9     2     2
  1.3979991026452498E-01 a       543     1     9     2     3
  5.6107268485112605E-01 a       544     1     9     2     4
  1.1024400398686667E+00 a       545     1     9     2     5
  2.3784509070986032E-02 a       546     1     9     2     6
 -8.5464951256581090E-01 a       547     1     9     2     7
  5.5674018828663852E-01 a       548     1     9     2     8
 -1.1032481326480046E+00 a       549     1     9     2     9
 -3.1707251937560021E-01 a       550     1     9     2    10
  1.1367089118150195E-01 a       551     1     9     2    11
  1.2396037131372996E-01 a       552     1     9     2    12
  3.9824016290184777E-01 a       553     1     9     2    13
 -4.6170673663772682E-01 a       554     1     9     2    14
 -1.0215814563570911E+00 a       555     1     9     2    15
 -9.4078867555888557E-01 a       556     1    10     2     1
 -3.1135825304662962E-01 a       557     1    10     2     2
 -7.0220939230001500E-01 a       558     1    10     2     3
 -6.3052940959451642E-01 a       559     1    10     2     4
 -3.5072234551081882E-01 a       560     1    10     2     5
  4.0238163479616046E-01 a       561     1    10     2     6
  1.8777483570070430E+00 a       562     1    10     2     7
 -7.3063915780156696E-02 a       563     1    10     2     8
  1.6596803165156829E-01 a       564     1    10     2     9
 -6.3636268100153404E-01 a       565     1    10     2    10
  1.5582671031780970E+00 a       566     1    10     2    11
 -7.0863067452642328E-02 a       567     1    10     2    12
  8.0748366953126172E-01 a       568     1    10     2    13
  1.3975540854185520E-01 a       569     1    10     2    14
 -1.0637759115507292E-01 a       570     1    10     2    15
 -7.1711201465741869E-01 a       571     1    11     2     1
  8.4959792450171678E-01 a       572     1    11     2     2
  9.2694954902336535E-01 a       573     1    11     2     3
 -1.0121201662783201E+00 a       574     1    11     2     4
  2.4720296924296314E-01 a       575     1    11     2     5
 -8.9916473542299469E-01 a       576     1    11     2     6
  7.1095156530709047E-01 a       577     1    11     2     7
 -1.6551395792559817E-01 a       578     1    11     2     8
 -9.4700271025231941E-01 a       579     1    11     2     9
 -5.3372126873388803E-01 a       580     1    11     2    10
 -4.5045654495159487E-01 a       581     1    11     2    11
  6.0282113023015937E-01 a       582     1    11     2    12
  7.6789072919466572E-01 a       583     1    11     2    13
 -7.7082084080813296E-01 a       584     1    11     2    14
  6.3505603321043091E-01 a       585     1    11     2    15
  2.0421536733238583E+00 a       586     1    12     2     1
 -9.0664132487415949E-01 a       587     1    12     2     2
  5.7309981319846803E-01 a       588     1    12     2     3
  4.5966133650343638E-01 a       589     1    12     2     4
 -1.4886021957012019E+00 a       590     1    12     2     5
 -1.3781845735179690E+00 a       591     1    12     2     6
  9.8667200965558866E-01 a       592     1    12     2     7
 -1.3979438441169834E+00 a       593     1    12     2     8
  1.2661245064895382E-01 a       594     1    12     2     9
 -4.7583502545372880E-01 a       595     1    12     2    10
  5.6075481989829556E-01 a       596     1    12     2    11
 -4.5945397034134611E-01 a       597     1    12     2    12
 -4.9478991365198781E-02 a       598     1    12     2    13
  1.1048282686069710E+00 a       599     1    12     2    14
  1.6149990636683993E+00 a       600     1    12     2    15
  5.3349487988385680E-01 a       601     1    13     2     1
 -6.8415276830770777E-01 a       602     1    13     2     2
  9.8280220455506562E-01 a       603     1    13     2     3
  2.3327396182652294E+00 a       604     1    13     2     4
 -1.2944663848105133E+00 a       605     1    13     2     5
 -3.5492702242833418E-01 a       606     1    13     2     6
  1.0318155345777826E+00 a       607     1    13     2     7
  1.4344992432913353E-01 a       608     1    13     2     8
 -4.6507869165898730E-01 a       609     1    13     2     9
  6.8925883926225440E-01 a       610     1    13     2    10
  4.5770685973941677E-01 a       611     1    13     2    11
 -2.2486756968868130E-01 a       612     1    13     2    12
  2.8778111748712126E-01 a       613     1    13     2    13
 -3.4008253904261881E-01 a       614     1    13     2    14
 -1.2561238551512415E+00 a       615     1    13     2    15
 -5.6049517576102459E-01 a       616     1    14     2     1
 -1.0404903235401142E-01 a       617     1    14     2     2
 -2.6285914373373922E+00 a       618     1    14     2     3
  1.2720354936019317E-02 a       619     1    14     2     4
 -1.2787540591365390E-01 a       620     1    14     2     5
 -9.5679914299844615E-01 a       621     1    14     2     6
 -4.2901050057044876E-01 a       622     1    14     2     7
 -1.0054926768719670E+00 a       623     1    14     2     8
 -7.5687158286531708E-01 a       624     1    14     2     9
  7.9181678131444011E-01 a       625     1    14     2    10
 -5.2910345638328327E-01 a       626     1    14     2    11
 -9.2331051282978815E-01 a       627     1    14     2    12
 -5.5670880109213827E-01 a       628     1    14     2    13
 -3.0618401335429851E-01 a       629     1    14     2    14
  7.1748708400916927E-01 a       630     1    14     2    15
  1.6220859366115852E+00 a       631     1    15     2     1
  6.9056828079906929E-01 a       632     1    15     2     2
  4.6498959002094400E-02 a       633     1    15     2     3
  1.4390285706760124E+00 a       634     1    15     2     4
 -3.3470802968324487E-01 a       635     1    15     2     5
 -8.3053356058879657E-01 a       636     1    15     2     6
 -1.0588501784145512E+00 a       637     1    15     2     7
  3.6746558422171438E-01 a       638     1    15     2     8
 -3.5115272386308938E-01 a       639     1    15     2     9
  3.7839582520591622E-03 a       640     1    15     2    10
 -2.2318441823897284E-01 a       641     1    15     2    11
  2.5842268452250911E-01 a       642     1    15     2    12
  5.1265483930206213E-01 a       643     1    15     2    13
 -7.8640307110084307E-01 a       644     1    15     2    14
  6.8182666658836011E-01 a       645     1    15     2    15
  6.0928375859880612E-01 b       646     2     1
 -1.0956875013853660E+00 b       647     2     2
  8.4218490341029473E-01 b       648     2     3
 -1.6548925671092358E+00 b       649     2     4
  2.8239173547100793E-01 b       650     2     5
  1.6922749027627628E+00 b       651     2     6
  3.2618806280911450E-01 b       652     2     7
  9.1381628438705409E-01 b       653     2     8
  5.0406567891343101E-01 b       654     2     9
 -4.8382765010067363E-01 b       655     2    10
  4.5770272118168465E-01 b       656     2    11
 -1.5759512545356120E+00 b       657     2    12
 -2.9221981835927564E-02 b       658     2    13
  3.4264916199288536E-01 b       659     2    14
 -1.8159622123525694E+00 b       660     2    15
 -2.7806725972564761E-01 a       661     2     1     3     1
 -6.6814667479999179E-01 a       662     2     2     3     1
 -2.2326460434066642E-01 a       663     2     3     3     1
  4.0422679300425923E-01 a       664     2     4     3     1
 -3.8525414048645645E-01 a       665     2     5     3     1
  4.7441736154768094E-01 a       666     2     6     3     1
 -5.1442844346738004E-01 a       667     2     7     3     1
  2.1572544985180556E-01 a       668     2     8     3     1
  1.6433254881890644E-01 a       669     2     9     3     1
  1.3211006748879841E+00 a       670     2    10     3     1
 -1.6091178040825436E+00 a       671     2    11     3     1
  1.2593944753280042E+00 a       672     2    12     3     1
 -8.3967906620669094E-02 a       673     2    13     3     1
 -8.0475956416871511E-02 a       674     2    14     3     1
 -5.9235413681948601E-01 a       675     2    15     3     1
 -1.7834427038598599E+00 b       676     3     1
